#Interaction type,Interactor A ID,Interactor A name,Interactor A taxid,Interactor B ID,Interactor B name,Interactor B taxid,Host organism taxid,Binding affinity type,Binding affinity value in molar,Binding affinity variation in molar,Interaction detection method,Source,EBI Interaction ID
association,uniprotkb:P68400,CSNK2A1,Homo sapiens (taxid:9606),uniprotkb:P14625,HSP90B1,Homo sapiens (taxid:9606),-,kd,0.0004,-,experimental interaction detection (MI:0045),pubmed:11557039,intact:EBI-7971392
direct interaction,uniprotkb:P29353,SHC1,Homo sapiens (taxid:9606),uniprotkb:Q15303,ERBB4,Homo sapiens (taxid:9606),-,kd,0.000000277,-,protein array (MI:0089),pubmed:16273093,intact:EBI-7872096
direct interaction,uniprotkb:Q15303,ERBB4,Homo sapiens (taxid:9606),uniprotkb:P42684,ABL2,Homo sapiens (taxid:9606),-,kd,0.000000755,-,protein array (MI:0089),pubmed:16273093,intact:EBI-7872122
direct interaction,uniprotkb:P00519,ABL1,Homo sapiens (taxid:9606),uniprotkb:Q15303,ERBB4,Homo sapiens (taxid:9606),-,kd,0.000001823,-,protein array (MI:0089),pubmed:16273093,intact:EBI-7872165
direct interaction,uniprotkb:P04626,ERBB2,Homo sapiens (taxid:9606),uniprotkb:P43405,SYK,Homo sapiens (taxid:9606),-,kd,0.000000372,-,protein array (MI:0089),pubmed:16273093,intact:EBI-7872191
direct interaction,uniprotkb:P20936,RASA1,Homo sapiens (taxid:9606),uniprotkb:P04626,ERBB2,Homo sapiens (taxid:9606),-,kd,0.000001999,-,protein array (MI:0089),pubmed:16273093,intact:EBI-7872273
direct interaction,uniprotkb:P19174,PLCG1,Homo sapiens (taxid:9606),uniprotkb:P04626,ERBB2,Homo sapiens (taxid:9606),-,kd,0.000001458,-,protein array (MI:0089),pubmed:16273093,intact:EBI-7872323
direct interaction,uniprotkb:P04626,ERBB2,Homo sapiens (taxid:9606),uniprotkb:Q92569,PIK3R3,Homo sapiens (taxid:9606),-,kd,0.000000527,-,protein array (MI:0089),pubmed:16273093,intact:EBI-7872366
direct interaction,uniprotkb:Q92569,PIK3R3,Homo sapiens (taxid:9606),uniprotkb:P04626,ERBB2,Homo sapiens (taxid:9606),-,kd,0.000001927,-,protein array (MI:0089),pubmed:16273093,intact:EBI-7872394
direct interaction,uniprotkb:P27986,PIK3R1,Homo sapiens (taxid:9606),uniprotkb:P04626,ERBB2,Homo sapiens (taxid:9606),-,kd,0.000001639,-,protein array (MI:0089),pubmed:16273093,intact:EBI-7872561
direct interaction,uniprotkb:P04626,ERBB2,Homo sapiens (taxid:9606),uniprotkb:O00459,PIK3R2,Homo sapiens (taxid:9606),-,kd,0.000001948,-,protein array (MI:0089),pubmed:16273093,intact:EBI-7872486
direct interaction,uniprotkb:P23458,JAK1,Homo sapiens (taxid:9606),uniprotkb:P04626,ERBB2,Homo sapiens (taxid:9606),-,kd,0.000001926,-,protein array (MI:0089),pubmed:16273093,intact:EBI-7872614
direct interaction,uniprotkb:P04626,ERBB2,Homo sapiens (taxid:9606),uniprotkb:Q9Y490,TLN1,Homo sapiens (taxid:9606),-,kd,0.000001002,-,protein array (MI:0089),pubmed:16273093,intact:EBI-7872742
direct interaction,uniprotkb:P04626,ERBB2,Homo sapiens (taxid:9606),uniprotkb:Q7KZ85,SUPT6H,Homo sapiens (taxid:9606),-,kd,0.000000912,-,protein array (MI:0089),pubmed:16273093,intact:EBI-7872692
direct interaction,uniprotkb:Q63HR2,TNS2,Homo sapiens (taxid:9606),uniprotkb:P04626,ERBB2,Homo sapiens (taxid:9606),-,kd,0.000000756,-,protein array (MI:0089),pubmed:16273093,intact:EBI-7872814
direct interaction,uniprotkb:P04626,ERBB2,Homo sapiens (taxid:9606),uniprotkb:P43405,SYK,Homo sapiens (taxid:9606),-,kd,0.00000024,-,protein array (MI:0089),pubmed:16273093,intact:EBI-7872901
direct interaction,uniprotkb:P29353,SHC1,Homo sapiens (taxid:9606),uniprotkb:P04626,ERBB2,Homo sapiens (taxid:9606),-,kd,0.000000047,-,protein array (MI:0089),pubmed:16273093,intact:EBI-7872999
direct interaction,uniprotkb:P20936,RASA1,Homo sapiens (taxid:9606),uniprotkb:P04626,ERBB2,Homo sapiens (taxid:9606),-,kd,0.000000322,-,protein array (MI:0089),pubmed:16273093,intact:EBI-7873053
direct interaction,uniprotkb:P04626,ERBB2,Homo sapiens (taxid:9606),uniprotkb:Q92569,PIK3R3,Homo sapiens (taxid:9606),-,kd,0.000000403,-,protein array (MI:0089),pubmed:16273093,intact:EBI-7873204
direct interaction,uniprotkb:P04626,ERBB2,Homo sapiens (taxid:9606),uniprotkb:O00459,PIK3R2,Homo sapiens (taxid:9606),-,kd,0.00000153,-,protein array (MI:0089),pubmed:16273093,intact:EBI-7873261
direct interaction,uniprotkb:P04626,ERBB2,Homo sapiens (taxid:9606),uniprotkb:O00459,PIK3R2,Homo sapiens (taxid:9606),-,kd,0.000001214,-,protein array (MI:0089),pubmed:16273093,intact:EBI-7873294
direct interaction,uniprotkb:P04626,ERBB2,Homo sapiens (taxid:9606),uniprotkb:Q9UQF2,MAPK8IP1,Homo sapiens (taxid:9606),-,kd,0.000000731,-,protein array (MI:0089),pubmed:16273093,intact:EBI-7873480
direct interaction,uniprotkb:Q13387,MAPK8IP2,Homo sapiens (taxid:9606),uniprotkb:P04626,ERBB2,Homo sapiens (taxid:9606),-,kd,0.000000786,-,protein array (MI:0089),pubmed:16273093,intact:EBI-7873391
direct interaction,uniprotkb:P04626,ERBB2,Homo sapiens (taxid:9606),uniprotkb:P09769,FGR,Homo sapiens (taxid:9606),-,kd,0.000001391,-,protein array (MI:0089),pubmed:16273093,intact:EBI-7873560
direct interaction,uniprotkb:P04626,ERBB2,Homo sapiens (taxid:9606),uniprotkb:O14796,SH2D1B,Homo sapiens (taxid:9606),-,kd,0.000001482,-,protein array (MI:0089),pubmed:16273093,intact:EBI-7873641
direct interaction,uniprotkb:P98077,SHC2,Homo sapiens (taxid:9606),uniprotkb:P04626,ERBB2,Homo sapiens (taxid:9606),-,kd,0.000000472,-,protein array (MI:0089),pubmed:16273093,intact:EBI-7873711
direct interaction,uniprotkb:P04626,ERBB2,Homo sapiens (taxid:9606),uniprotkb:Q8TEW6,DOK4,Homo sapiens (taxid:9606),-,kd,0.000000916,-,protein array (MI:0089),pubmed:16273093,intact:EBI-7873800
direct interaction,uniprotkb:P46109,CRKL,Homo sapiens (taxid:9606),uniprotkb:P04626,ERBB2,Homo sapiens (taxid:9606),-,kd,0.000000802,-,protein array (MI:0089),pubmed:16273093,intact:EBI-7873890
direct interaction,uniprotkb:P04626,ERBB2,Homo sapiens (taxid:9606),uniprotkb:P46108,CRK,Homo sapiens (taxid:9606),-,kd,0.000000848,-,protein array (MI:0089),pubmed:16273093,intact:EBI-7873995
direct interaction,uniprotkb:P04626,ERBB2,Homo sapiens (taxid:9606),uniprotkb:P42684,ABL2,Homo sapiens (taxid:9606),-,kd,0.000000182,-,protein array (MI:0089),pubmed:16273093,intact:EBI-7874156
direct interaction,uniprotkb:P04626,ERBB2,Homo sapiens (taxid:9606),uniprotkb:Q9NSE2,CISH,Homo sapiens (taxid:9606),-,kd,0.000001462,-,protein array (MI:0089),pubmed:16273093,intact:EBI-7874052
direct interaction,uniprotkb:Q92569,PIK3R3,Homo sapiens (taxid:9606),uniprotkb:P21860,ERBB3,Homo sapiens (taxid:9606),-,kd,0.00000005,-,protein array (MI:0089),pubmed:16273093,intact:EBI-7874218
direct interaction,uniprotkb:Q92569,PIK3R3,Homo sapiens (taxid:9606),uniprotkb:P21860,ERBB3,Homo sapiens (taxid:9606),-,kd,0.000000109,-,protein array (MI:0089),pubmed:16273093,intact:EBI-7874316
direct interaction,uniprotkb:P21860,ERBB3,Homo sapiens (taxid:9606),uniprotkb:Q92569,PIK3R3,Homo sapiens (taxid:9606),-,kd,0.000000999,-,protein array (MI:0089),pubmed:16273093,intact:EBI-7874266
direct interaction,uniprotkb:O00459,PIK3R2,Homo sapiens (taxid:9606),uniprotkb:P21860,ERBB3,Homo sapiens (taxid:9606),-,kd,0.000000088,-,protein array (MI:0089),pubmed:16273093,intact:EBI-7874388
direct interaction,uniprotkb:O00459,PIK3R2,Homo sapiens (taxid:9606),uniprotkb:P21860,ERBB3,Homo sapiens (taxid:9606),-,kd,0.000000999,-,protein array (MI:0089),pubmed:16273093,intact:EBI-7874456
direct interaction,uniprotkb:P27986,PIK3R1,Homo sapiens (taxid:9606),uniprotkb:P21860,ERBB3,Homo sapiens (taxid:9606),-,kd,0.000000105,-,protein array (MI:0089),pubmed:16273093,intact:EBI-7874498
direct interaction,uniprotkb:P27986,PIK3R1,Homo sapiens (taxid:9606),uniprotkb:P21860,ERBB3,Homo sapiens (taxid:9606),-,kd,0.000000566,-,protein array (MI:0089),pubmed:16273093,intact:EBI-7874602
direct interaction,uniprotkb:P27986,PIK3R1,Homo sapiens (taxid:9606),uniprotkb:P21860,ERBB3,Homo sapiens (taxid:9606),-,kd,0.000000999,-,protein array (MI:0089),pubmed:16273093,intact:EBI-7874665
direct interaction,uniprotkb:P21860,ERBB3,Homo sapiens (taxid:9606),uniprotkb:P42684,ABL2,Homo sapiens (taxid:9606),-,kd,0.000000167,-,protein array (MI:0089),pubmed:16273093,intact:EBI-7874715
direct interaction,uniprotkb:P00533,EGFR,Homo sapiens (taxid:9606),uniprotkb:P29353,SHC1,Homo sapiens (taxid:9606),-,kd,0.000000133,-,protein array (MI:0089),pubmed:16273093,intact:EBI-7874787
direct interaction,uniprotkb:P00533,EGFR,Homo sapiens (taxid:9606),uniprotkb:P62993,GRB2,Homo sapiens (taxid:9606),-,kd,0.000000724,-,protein array (MI:0089),pubmed:16273093,intact:EBI-7874813
direct interaction,uniprotkb:P42684,ABL2,Homo sapiens (taxid:9606),uniprotkb:P00533,EGFR,Homo sapiens (taxid:9606),-,kd,0.000000085,-,protein array (MI:0089),pubmed:16273093,intact:EBI-7874891
direct interaction,uniprotkb:P21860,ERBB3,Homo sapiens (taxid:9606),uniprotkb:Q63HR2,TNS2,Homo sapiens (taxid:9606),-,kd,0.000001633,-,protein array (MI:0089),pubmed:16273093,intact:EBI-7874934
direct interaction,uniprotkb:P43405,SYK,Homo sapiens (taxid:9606),uniprotkb:P21860,ERBB3,Homo sapiens (taxid:9606),-,kd,0.000001258,-,protein array (MI:0089),pubmed:16273093,intact:EBI-7874960
direct interaction,uniprotkb:P20936,RASA1,Homo sapiens (taxid:9606),uniprotkb:P21860,ERBB3,Homo sapiens (taxid:9606),-,kd,0.000000929,-,protein array (MI:0089),pubmed:16273093,intact:EBI-7874988
direct interaction,uniprotkb:P21860,ERBB3,Homo sapiens (taxid:9606),uniprotkb:Q92569,PIK3R3,Homo sapiens (taxid:9606),-,kd,0.000000281,-,protein array (MI:0089),pubmed:16273093,intact:EBI-7875059
direct interaction,uniprotkb:P21860,ERBB3,Homo sapiens (taxid:9606),uniprotkb:Q92569,PIK3R3,Homo sapiens (taxid:9606),-,kd,0.000000499,-,protein array (MI:0089),pubmed:16273093,intact:EBI-7875014
direct interaction,uniprotkb:O00459,PIK3R2,Homo sapiens (taxid:9606),uniprotkb:P21860,ERBB3,Homo sapiens (taxid:9606),-,kd,0.000000448,-,protein array (MI:0089),pubmed:16273093,intact:EBI-7875085
direct interaction,uniprotkb:P21860,ERBB3,Homo sapiens (taxid:9606),uniprotkb:O00459,PIK3R2,Homo sapiens (taxid:9606),-,kd,0.000000239,-,protein array (MI:0089),pubmed:16273093,intact:EBI-7875131
direct interaction,uniprotkb:P21860,ERBB3,Homo sapiens (taxid:9606),uniprotkb:P27986,PIK3R1,Homo sapiens (taxid:9606),-,kd,0.000000499,-,protein array (MI:0089),pubmed:16273093,intact:EBI-7875158
direct interaction,uniprotkb:P27986,PIK3R1,Homo sapiens (taxid:9606),uniprotkb:P21860,ERBB3,Homo sapiens (taxid:9606),-,kd,0.000000674,-,protein array (MI:0089),pubmed:16273093,intact:EBI-7875187
direct interaction,uniprotkb:Q14451,GRB7,Homo sapiens (taxid:9606),uniprotkb:P21860,ERBB3,Homo sapiens (taxid:9606),-,kd,0.000000099,-,protein array (MI:0089),pubmed:16273093,intact:EBI-7875231
direct interaction,uniprotkb:O75553,DAB1,Homo sapiens (taxid:9606),uniprotkb:P21860,ERBB3,Homo sapiens (taxid:9606),-,kd,0.000001857,-,protein array (MI:0089),pubmed:16273093,intact:EBI-7875257
direct interaction,uniprotkb:Q96D37,VAV1,Homo sapiens (taxid:9606),uniprotkb:P00533,EGFR,Homo sapiens (taxid:9606),-,kd,0.000001046,-,protein array (MI:0089),pubmed:16273093,intact:EBI-7875378
direct interaction,uniprotkb:P00533,EGFR,Homo sapiens (taxid:9606),uniprotkb:Q9Y490,TLN1,Homo sapiens (taxid:9606),-,kd,0.000000835,-,protein array (MI:0089),pubmed:16273093,intact:EBI-7875422
direct interaction,uniprotkb:P00533,EGFR,Homo sapiens (taxid:9606),uniprotkb:P43405,SYK,Homo sapiens (taxid:9606),-,kd,0.000000534,-,protein array (MI:0089),pubmed:16273093,intact:EBI-7875448
direct interaction,uniprotkb:P00533,EGFR,Homo sapiens (taxid:9606),uniprotkb:P43405,SYK,Homo sapiens (taxid:9606),-,kd,0.000000934,-,protein array (MI:0089),pubmed:16273093,intact:EBI-7875493
direct interaction,uniprotkb:Q92529,SHC3,Homo sapiens (taxid:9606),uniprotkb:P00533,EGFR,Homo sapiens (taxid:9606),-,kd,0.000000216,-,protein array (MI:0089),pubmed:16273093,intact:EBI-7875536
direct interaction,uniprotkb:P29353,SHC1,Homo sapiens (taxid:9606),uniprotkb:P00533,EGFR,Homo sapiens (taxid:9606),-,kd,0.000000628,-,protein array (MI:0089),pubmed:16273093,intact:EBI-7875562
direct interaction,uniprotkb:P00533,EGFR,Homo sapiens (taxid:9606),uniprotkb:P20936,RASA1,Homo sapiens (taxid:9606),-,kd,0.000001417,-,protein array (MI:0089),pubmed:16273093,intact:EBI-7875605
direct interaction,uniprotkb:P00533,EGFR,Homo sapiens (taxid:9606),uniprotkb:P20936,RASA1,Homo sapiens (taxid:9606),-,kd,0.000000769,-,protein array (MI:0089),pubmed:16273093,intact:EBI-7875650
direct interaction,uniprotkb:P00533,EGFR,Homo sapiens (taxid:9606),uniprotkb:Q06124,PTPN11,Homo sapiens (taxid:9606),-,kd,0.000000379,-,protein array (MI:0089),pubmed:16273093,intact:EBI-7875693
direct interaction,uniprotkb:P19174,PLCG1,Homo sapiens (taxid:9606),uniprotkb:P00533,EGFR,Homo sapiens (taxid:9606),-,kd,0.000000794,-,protein array (MI:0089),pubmed:16273093,intact:EBI-7875736
direct interaction,uniprotkb:P00533,EGFR,Homo sapiens (taxid:9606),uniprotkb:Q92569,PIK3R3,Homo sapiens (taxid:9606),-,kd,0.000000204,-,protein array (MI:0089),pubmed:16273093,intact:EBI-7875764
direct interaction,uniprotkb:P00533,EGFR,Homo sapiens (taxid:9606),uniprotkb:Q92569,PIK3R3,Homo sapiens (taxid:9606),-,kd,0.00000047,-,protein array (MI:0089),pubmed:16273093,intact:EBI-7875809
direct interaction,uniprotkb:Q92569,PIK3R3,Homo sapiens (taxid:9606),uniprotkb:P00533,EGFR,Homo sapiens (taxid:9606),-,kd,0.000000193,-,protein array (MI:0089),pubmed:16273093,intact:EBI-7875852
direct interaction,uniprotkb:P00533,EGFR,Homo sapiens (taxid:9606),uniprotkb:O00459,PIK3R2,Homo sapiens (taxid:9606),-,kd,0.000000352,-,protein array (MI:0089),pubmed:16273093,intact:EBI-7875895
direct interaction,uniprotkb:O00459,PIK3R2,Homo sapiens (taxid:9606),uniprotkb:P00533,EGFR,Homo sapiens (taxid:9606),-,kd,0.000000425,-,protein array (MI:0089),pubmed:16273093,intact:EBI-7875924
direct interaction,uniprotkb:P27986,PIK3R1,Homo sapiens (taxid:9606),uniprotkb:P00533,EGFR,Homo sapiens (taxid:9606),-,kd,0.000000295,-,protein array (MI:0089),pubmed:16273093,intact:EBI-7875969
direct interaction,uniprotkb:P27986,PIK3R1,Homo sapiens (taxid:9606),uniprotkb:P00533,EGFR,Homo sapiens (taxid:9606),-,kd,0.000000646,-,protein array (MI:0089),pubmed:16273093,intact:EBI-7876015
direct interaction,uniprotkb:P00533,EGFR,Homo sapiens (taxid:9606),uniprotkb:P27986,PIK3R1,Homo sapiens (taxid:9606),-,kd,0.000000873,-,protein array (MI:0089),pubmed:16273093,intact:EBI-7876047
direct interaction,uniprotkb:P49757,NUMB,Homo sapiens (taxid:9606),uniprotkb:P00533,EGFR,Homo sapiens (taxid:9606),-,kd,0.000000748,-,protein array (MI:0089),pubmed:16273093,intact:EBI-7876086
direct interaction,uniprotkb:P16333,NCK1,Homo sapiens (taxid:9606),uniprotkb:P00533,EGFR,Homo sapiens (taxid:9606),-,kd,0.000001004,-,protein array (MI:0089),pubmed:16273093,intact:EBI-7876130
direct interaction,uniprotkb:Q13387,MAPK8IP2,Homo sapiens (taxid:9606),uniprotkb:P00533,EGFR,Homo sapiens (taxid:9606),-,kd,0.000000784,-,protein array (MI:0089),pubmed:16273093,intact:EBI-7876156
direct interaction,uniprotkb:P00533,EGFR,Homo sapiens (taxid:9606),uniprotkb:Q9UQF2,MAPK8IP1,Homo sapiens (taxid:9606),-,kd,0.000000669,-,protein array (MI:0089),pubmed:16273093,intact:EBI-7876199
direct interaction,uniprotkb:O60674,JAK2,Homo sapiens (taxid:9606),uniprotkb:P00533,EGFR,Homo sapiens (taxid:9606),-,kd,0.000001944,-,protein array (MI:0089),pubmed:16273093,intact:EBI-7876243
direct interaction,uniprotkb:P00533,EGFR,Homo sapiens (taxid:9606),uniprotkb:O14654,IRS4,Homo sapiens (taxid:9606),-,kd,0.000000808,-,protein array (MI:0089),pubmed:16273093,intact:EBI-7876269
direct interaction,uniprotkb:Q7Z6G8,ANKS1B,Homo sapiens (taxid:9606),uniprotkb:P00533,EGFR,Homo sapiens (taxid:9606),-,kd,0.000000519,-,protein array (MI:0089),pubmed:16273093,intact:EBI-7876386
direct interaction,uniprotkb:P98077,SHC2,Homo sapiens (taxid:9606),uniprotkb:P00533,EGFR,Homo sapiens (taxid:9606),-,kd,0.000000664,-,protein array (MI:0089),pubmed:16273093,intact:EBI-7876430
direct interaction,uniprotkb:Q6PKX4,DOK6,Homo sapiens (taxid:9606),uniprotkb:P00533,EGFR,Homo sapiens (taxid:9606),-,kd,0.000000735,-,protein array (MI:0089),pubmed:16273093,intact:EBI-7876474
direct interaction,uniprotkb:P00533,EGFR,Homo sapiens (taxid:9606),uniprotkb:Q9P104,DOK5,Homo sapiens (taxid:9606),-,kd,0.000001,-,protein array (MI:0089),pubmed:16273093,intact:EBI-7876593
direct interaction,uniprotkb:P00533,EGFR,Homo sapiens (taxid:9606),uniprotkb:Q8TEW6,DOK4,Homo sapiens (taxid:9606),-,kd,0.000000886,-,protein array (MI:0089),pubmed:16273093,intact:EBI-7876742
direct interaction,uniprotkb:Q8IZW8,TNS4,Homo sapiens (taxid:9606),uniprotkb:P00533,EGFR,Homo sapiens (taxid:9606),-,kd,0.000000922,-,protein array (MI:0089),pubmed:16273093,intact:EBI-7876785
direct interaction,uniprotkb:P46108,CRK,Homo sapiens (taxid:9606),uniprotkb:P00533,EGFR,Homo sapiens (taxid:9606),-,kd,0.00000047,-,protein array (MI:0089),pubmed:16273093,intact:EBI-7876865
direct interaction,uniprotkb:Q9UKG1,APPL1,Homo sapiens (taxid:9606),uniprotkb:P00533,EGFR,Homo sapiens (taxid:9606),-,kd,0.000001161,-,protein array (MI:0089),pubmed:16273093,intact:EBI-7876909
direct interaction,uniprotkb:P00533,EGFR,Homo sapiens (taxid:9606),uniprotkb:O95704,APBB3,Homo sapiens (taxid:9606),-,kd,0.000001633,-,protein array (MI:0089),pubmed:16273093,intact:EBI-7877048
direct interaction,uniprotkb:P00533,EGFR,Homo sapiens (taxid:9606),uniprotkb:Q92870,APBB2,Homo sapiens (taxid:9606),-,kd,0.000001597,-,protein array (MI:0089),pubmed:16273093,intact:EBI-7877108
direct interaction,uniprotkb:P00533,EGFR,Homo sapiens (taxid:9606),uniprotkb:Q92625,ANKS1A,Homo sapiens (taxid:9606),-,kd,0.000000931,-,protein array (MI:0089),pubmed:16273093,intact:EBI-7877154
direct interaction,uniprotkb:P42684,ABL2,Homo sapiens (taxid:9606),uniprotkb:P00533,EGFR,Homo sapiens (taxid:9606),-,kd,0.000000282,-,protein array (MI:0089),pubmed:16273093,intact:EBI-7877222
direct interaction,uniprotkb:O00213,APBB1,Homo sapiens (taxid:9606),uniprotkb:P00533,EGFR,Homo sapiens (taxid:9606),-,kd,0.000000647,-,protein array (MI:0089),pubmed:16273093,intact:EBI-7877304
direct interaction,uniprotkb:P00533,EGFR,Homo sapiens (taxid:9606),uniprotkb:O00213,APBB1,Homo sapiens (taxid:9606),-,kd,0.000000788,-,protein array (MI:0089),pubmed:16273093,intact:EBI-7877350
direct interaction,uniprotkb:O96018,APBA3,Homo sapiens (taxid:9606),uniprotkb:P00533,EGFR,Homo sapiens (taxid:9606),-,kd,0.000000577,-,protein array (MI:0089),pubmed:16273093,intact:EBI-7877395
direct interaction,uniprotkb:P42681,TXK,Homo sapiens (taxid:9606),uniprotkb:P04626,ERBB2,Homo sapiens (taxid:9606),-,kd,0.000001234,-,protein array (MI:0089),pubmed:16273093,intact:EBI-7877479
direct interaction,uniprotkb:P04626,ERBB2,Homo sapiens (taxid:9606),uniprotkb:Q9Y490,TLN1,Homo sapiens (taxid:9606),-,kd,0.00000097,-,protein array (MI:0089),pubmed:16273093,intact:EBI-7877522
direct interaction,uniprotkb:P43405,SYK,Homo sapiens (taxid:9606),uniprotkb:P04626,ERBB2,Homo sapiens (taxid:9606),-,kd,0.000000413,-,protein array (MI:0089),pubmed:16273093,intact:EBI-7877565
direct interaction,uniprotkb:P04626,ERBB2,Homo sapiens (taxid:9606),uniprotkb:P42224,STAT1,Homo sapiens (taxid:9606),-,kd,0.000001499,-,protein array (MI:0089),pubmed:16273093,intact:EBI-7877610
direct interaction,uniprotkb:P04626,ERBB2,Homo sapiens (taxid:9606),uniprotkb:O15524,SOCS1,Homo sapiens (taxid:9606),-,kd,0.00000123,-,protein array (MI:0089),pubmed:16273093,intact:EBI-7877654
direct interaction,uniprotkb:Q9H6Q3,SLA2,Homo sapiens (taxid:9606),uniprotkb:P04626,ERBB2,Homo sapiens (taxid:9606),-,kd,0.000001441,-,protein array (MI:0089),pubmed:16273093,intact:EBI-7877680
direct interaction,uniprotkb:Q13239,SLA,Homo sapiens (taxid:9606),uniprotkb:P04626,ERBB2,Homo sapiens (taxid:9606),-,kd,0.000001072,-,protein array (MI:0089),pubmed:16273093,intact:EBI-7877723
direct interaction,uniprotkb:P29353,SHC1,Homo sapiens (taxid:9606),uniprotkb:P04626,ERBB2,Homo sapiens (taxid:9606),-,kd,0.000000171,-,protein array (MI:0089),pubmed:16273093,intact:EBI-7877766
direct interaction,uniprotkb:Q8WYP3,RIN2,Homo sapiens (taxid:9606),uniprotkb:P04626,ERBB2,Homo sapiens (taxid:9606),-,kd,0.000001558,-,protein array (MI:0089),pubmed:16273093,intact:EBI-7877809
direct interaction,uniprotkb:Q13671,RIN1,Homo sapiens (taxid:9606),uniprotkb:P04626,ERBB2,Homo sapiens (taxid:9606),-,kd,0.000001602,-,protein array (MI:0089),pubmed:16273093,intact:EBI-7877852
direct interaction,uniprotkb:P04626,ERBB2,Homo sapiens (taxid:9606),uniprotkb:P20936,RASA1,Homo sapiens (taxid:9606),-,kd,0.000000898,-,protein array (MI:0089),pubmed:16273093,intact:EBI-7877895
direct interaction,uniprotkb:P04626,ERBB2,Homo sapiens (taxid:9606),uniprotkb:P20936,RASA1,Homo sapiens (taxid:9606),-,kd,0.000000366,-,protein array (MI:0089),pubmed:16273093,intact:EBI-7877940
direct interaction,uniprotkb:P19174,PLCG1,Homo sapiens (taxid:9606),uniprotkb:P04626,ERBB2,Homo sapiens (taxid:9606),-,kd,0.000001958,-,protein array (MI:0089),pubmed:16273093,intact:EBI-7877966
direct interaction,uniprotkb:P19174,PLCG1,Homo sapiens (taxid:9606),uniprotkb:P04626,ERBB2,Homo sapiens (taxid:9606),-,kd,0.000001934,-,protein array (MI:0089),pubmed:16273093,intact:EBI-7878011
direct interaction,uniprotkb:Q92569,PIK3R3,Homo sapiens (taxid:9606),uniprotkb:P04626,ERBB2,Homo sapiens (taxid:9606),-,kd,0.000001907,-,protein array (MI:0089),pubmed:16273093,intact:EBI-7878054
direct interaction,uniprotkb:P04626,ERBB2,Homo sapiens (taxid:9606),uniprotkb:O00459,PIK3R2,Homo sapiens (taxid:9606),-,kd,0.000000948,-,protein array (MI:0089),pubmed:16273093,intact:EBI-7878097
